"코드","종목명","액면가"
"570054","한투 레버리지 유로스탁스50 ETN(H) B","0"
"250780","TIGER 코스닥150선물인버스","0"
"500028","신한 인버스 2X 다우존스지수 선물 ETN(H)","0"
"000075","삼양홀딩스우","5,000"
"570047","한투 FTSE100 ETN","0"
"570061","한투 레버리지 은 선물 ETN","0"
"448630","KBSTAR 삼성그룹Top3채권혼합블룸버그","0"
"182490","TIGER 단기선진하이일드(합성 H)","0"
"117460","KODEX 에너지화학","0"
"114470","KOSEF 국고채3년","0"
"570062","한투 인버스 2X 은 선물 ETN","0"
"316670","KOSEF 코스닥150","0"
"185680","KODEX 미국S&P바이오(합성)","0"
"580049","KB CSI 500 ETN","0"
"580055","KB 블룸버그 레버리지 천연가스 선물 ETN","0"
"570070","한투 인버스 2X 플래티넘 선물 ETN","0"
"570069","한투 레버리지 플래티넘 선물 ETN","0"
"550076","QV US 500 월간레버리지 ETN(H)","0"
"200030","KODEX 미국S&P500산업재(합성)","0"
"530114","삼성 인버스 2X S&P500 선물 ETN","0"
"468630","KODEX iShares미국투자등급회사채액티브","0"
"071950","코아스","500"
"445910","TIGER MKF배당귀족","0"
"465610","ACE 미국빅테크TOP7 Plus레버리지(합성)","0"
"418670","TIGER 글로벌사이버보안INDXX","0"
"580014","KB 인버스 2X 나스닥 100 ETN","0"
"008500","일정실업","5,000"
"407820","에셋플러스 코리아플랫폼액티브","0"
"461490","KBSTAR 글로벌자산배분액티브","0"
"610013","메리츠 인버스 2X 금 선물 ETN(H)","0"
"217780","TIGER 차이나CSI300인버스(합성)","0"
"520046","미래에셋 레버리지 옥수수 선물 ETN","0"
"570072","한투 레버리지 구리 선물 ETN","0"
"415340","KODEX 차이나과창판STAR50(합성)","0"
"500063","신한 인버스 코스닥 150 선물 ETN","0"
"510038","대신 인버스 2X 철광석 선물 ETN(H)","0"
"306950","KODEX KRX300레버리지","0"
"520040","미래에셋 인버스 코스닥150 선물 ETN","0"
"550063","QV 인버스 레버리지 금 선물 ETN(H)","0"
"167860","KOSEF 국고채10년레버리지","0"
"580039","KB 레버리지 KOSPI 200 선물 ETN","0"
"610025","메리츠 인버스 2X 미국채10년 ETN(H)","0"
"45014","코오롱모빌리티그룹우","500"
"004255","NPC우","500"
"225800","KOSEF 미국달러선물레버리지","0"
"000885","한화우","5,000"
"500041","신한 인버스 2X 구리 선물 ETN","0"
"230480","KOSEF 미국달러선물인버스2X","0"
"137610","TIGER 농산물선물Enhanced(H)","0"
"463250","TIGER 스페이스테크iSelect","0"
"570065","한투 레버리지 베트남 VN30 선물 ETN(H)","0"
"183700","KBSTAR 채권혼합","0"
"271060","KODEX 3대농산물선물(H)","0"
"195970","ARIRANG 선진국MSCI(합성 H)","0"
"445690","BNK 주주가치액티브","0"
"610016","메리츠 레버리지 은 선물 ETN(H)","0"
"468380","KODEX iShares미국하이일드액티브","0"
"181480","ACE 미국다우존스리츠(합성 H)","0"
"610035","메리츠 레버리지 대표 농산물 선물 ETN(H)","0"
"700016","하나 S&P 인버스 2X WTI원유 선물 ETN","0"
"550064","QV 레버리지 은 선물 ETN(H)","0"
"610040","메리츠 인버스 2X 미국채30년 ETN(H)","0"
"550065","QV 인버스 레버리지 은 선물 ETN(H)","0"
"337140","KODEX 코스피대형주","0"
"580037","KB S&P 인버스 2X WTI원유 선물 ETN","0"
"550072","QV 블룸버그 -2X WTI원유선물 ETN","0"
"241390","KBSTAR V&S셀렉트밸류채권혼합","0"
"500066","신한 블룸버그 인버스 2X WTI원유 선물 ETN","0"
"610017","메리츠 인버스 2X 은 선물 ETN(H)","0"
"139270","TIGER 200 금융","0"
"530076","삼성 인버스 2X HSCEI ETN(H)","0"
"253290","KBSTAR 헬스케어채권혼합","0"
"580052","KB 인버스 2X 밀 선물 ETN","0"
"471040","KoAct 글로벌AI&로봇액티브","0"
"252410","KBSTAR 200선물인버스","0"
"530074","삼성 인버스 HSCEI ETN(H)","0"
"610004","메리츠 미국레버리지 인플레이션국채ETN(H)","0"
"217770","TIGER 원유선물인버스(H)","0"
"002025","코오롱우","5,000"
"267440","KBSTAR 미국장기국채선물(H)","0"
"610010","메리츠 인버스 2X 국채30년 ETN","0"
"140910","에이리츠","5,000"
"18064","한진칼우","2,500"
"530063","삼성 레버리지 구리 선물 ETN(H)","0"
"550069","QV 레버리지 구리 선물 ETN(H)","0"
"100910","KOSEF KRX100","0"
"530064","삼성 인버스 2X 구리 선물 ETN(H)","0"
"469060","KBSTAR 미국반도체NYSE","0"
"610028","메리츠 레버리지 구리 선물 ETN(H)","0"
"700009","하나 레버리지 구리 선물 ETN(H)","0"
"291130","ACE 멕시코MSCI(합성)","0"
"700011","하나 레버리지 옥수수 선물 ETN(H)","0"
"500003","신한 인버스 WTI원유 선물 ETN(H)","0"
"463680","KODEX 미국S&P500테크놀로지","0"
"245350","TIGER 유로스탁스배당30","0"
"610042","메리츠 블룸버그 인버스 2X WTI선물 ETN(H)","0"
"438100","ACE 미국나스닥100채권혼합액티브","0"
"500024","신한 인버스 콩 선물 ETN(H)","0"
"453640","KODEX 미국S&P500헬스케어","0"
"520060","미래에셋 FnGuide 부산엑스포 추가수익 ETN","0"
"469790","KOSEF K-테크TOP10","0"
"570055","한투 금 선물 ETN","0"
"440650","ACE 미국달러단기채권액티브","0"
"570092","한투 인버스 2X 유로스탁스50 ETN(H) B","0"
"395280","HANARO Fn K-게임","0"
"140710","KODEX 운송","0"
"38380","LX홀딩스1우","1,000"
"500065","신한 블룸버그 레버리지 WTI원유 선물 ETN","0"
"464610","SOL 의료기기소부장Fn","0"
"213630","ARIRANG 미국다우존스고배당주(합성 H)","0"
"550071","QV 블룸버그 2X WTI원유선물 ETN","0"
"700015","하나 S&P 레버리지 WTI원유 선물 ETN","0"
"510015","대신 밀 선물 ETN(H)","0"
"401590","HANARO 글로벌탄소배출권선물ICE(합성)","0"
"520061","미래에셋 인도네시아 Top5 ETN","0"
"570053","한투 인버스 플래티넘 선물 ETN","0"
"550061","QV 인버스 미국 IT TOP5 ETN(H)","0"
"411720","KBSTAR 글로벌메타버스Moorgate","0"
"280320","ACE 미국IT인터넷S&P(합성 H)","0"
"390950","HANARO 단기채권액티브","0"
"354240","KBSTAR 미국고정배당우선증권ICE TR","0"
"510016","대신 천연가스 선물 ETN(H)","0"
"530077","삼성 나스닥 100 ETN(H)","0"
"295020","KBSTAR 국채선물10년인버스","0"
"001067","JW중외제약2우B","2,500"
"530080","삼성 인버스 항셍테크 ETN(H)","0"
"610024","메리츠 인버스 미국채10년 ETN(H)","0"
"300610","TIGER K게임","0"
"610039","메리츠 인버스 미국채30년 ETN(H)","0"
"610009","메리츠 인버스 국채30년 ETN","0"
"453650","KODEX 미국S&P500금융","0"
"471780","TIGER 코리아테크액티브","0"
"530116","삼성 인버스 2X 나스닥 100 ETN","0"
"610041","메리츠 블룸버그 레버리지 WTI선물 ETN(H)","0"
"104530","KOSEF 고배당","0"
"000225","유유제약1우","1,000"
"580036","KB S&P 레버리지 WTI원유 선물 ETN(H)","0"
"580019","KB 인버스 2X 항셍테크 선물 ETN","0"
"453060","HANARO KOFR금리액티브(합성)","0"
"500011","신한 달러인덱스 선물 ETN(H)","0"
"580022","KB 레버리지 금 선물 ETN(H)","0"
"435040","ACE 글로벌브랜드TOP10블룸버그","0"
"140950","파워 코스피100","0"
"292730","FOCUS KRX300","0"
"352540","KODEX TSE일본리츠(H)","0"
"530105","삼성 인버스 2X 코스피200 선물 ETN","0"
"500006","신한 인버스 금 선물 ETN(H)","0"
"292500","SOL KRX300","0"
"510017","대신 2X 철광석 선물 ETN(H)","0"
"500070","신한 인버스 2X 코스피 200 선물 ETN","0"
"138530","TIGER LG그룹+펀더멘털","0"
"550078","QV S&P500 버퍼10% 6월 ETN(H)","0"
"289040","KODEX MSCI KOREA ESG유니버설","0"
"447660","ARIRANG Apple채권혼합Fn","0"
"550043","QV 인버스 레버리지 WTI원유 선물 ETN(H)","0"
"530112","삼성 S&P500 ETN","0"
"570058","한투 인버스 은 선물 ETN","0"
"550079","QV S&P500 버퍼10% 12월 ETN(H)","0"
"467620","히어로즈 25-09 미국채권(AA-이상)액티브","0"
"510039","대신 3X 레버리지 국채30년 ETN","0"
"472840","ITF 200","0"
"610011","메리츠 금 선물 ETN(H)","0"
"550077","QV S&P500 버퍼10% 3월 ETN(H)","0"
"500002","신한 USD K200 선물 바이셀 ETN","0"
"530083","삼성 금 선물 ETN(H)","0"
"500008","신한 인버스 구리 선물 ETN(H)","0"
"580054","KB 인버스 2X 콩 선물 ETN","0"
"276000","TIGER 글로벌자원생산기업(합성 H)","0"
"500056","신한 레버리지 Russell 2000 ETN","0"
"570100","한투 일본종합상사TOP5 ETN","0"
"195920","TIGER 일본TOPIX(합성 H)","0"
"461450","KODEX 코스닥글로벌","0"
"422260","VITA MZ소비액티브","0"
"449540","SOL 24-06 국고채액티브","0"
"530109","삼성 S&P500 VIX S/T 선물 ETN","0"
"365040","TIGER AI코리아그로스액티브","0"
"500086","신한 코스닥 150 TR ETN","0"
"550081","QV S&P500 VIX S/T 선물 ETN D","0"
"610050","메리츠 레버리지 국채5년 ETN","0"
"580047","KB 레버리지 항셍테크 선물 ETN(H) B","0"
"371150","KBSTAR 차이나항셍테크","0"
"700014","하나 인버스 2X 콩 선물 ETN(H)","0"
"471290","HANARO CD금리액티브(합성)","0"
"570099","한투 S&P 인버스 2X 엔달러 선물 ETN(H)","0"
"430500","KOSEF 물가채KIS","0"
"463690","KODEX 미국S&P500통신서비스","0"
"465670","TIGER 미국캐시카우100","0"
"473590","ACE 미국주식베스트셀러","0"
"610027","메리츠 인버스 구리 선물 ETN(H)","0"
"475310","SOL 반도체후공정","0"
"530062","삼성 인버스 2X 은 선물 ETN(H)","0"
"005725","넥센우","500"
"530096","삼성 인버스 구리 선물 ETN(H)","0"
"426020","TIMEFOLIO 미국S&P500액티브","0"
"610049","메리츠 국채5년 ETN","0"
"570096","한투 인버스 2X 일본 엔선물 ETN","0"
"375760","HANARO 탄소효율그린뉴딜","0"
"610046","메리츠 레버리지 국채3년 ETN","0"
"520052","미래에셋 천연가스 선물 ETN(H)","0"
"610021","메리츠 인버스 2X 국채10년 ETN","0"
"403790","마이다스 KoreaStock액티브","0"
"138910","KODEX 구리선물(H)","0"
"610020","메리츠 인버스 국채10년 ETN","0"
"570056","한투 인버스 금 선물 ETN","0"
"550073","QV iSelect-WG 그린에너지 ESG ETN","0"
"500085","신한 코스피 200 TR ETN","0"
"225050","TIGER 유로스탁스레버리지(합성 H)","0"
"444490","WOORI 미국S&P500","0"
"461340","HANARO 글로벌생성형AI액티브","0"
"530117","삼성 코스피 200 TR ETN","0"
"610045","메리츠 국채3년 ETN","0"
"610070","메리츠 KAP 인버스 2X 일본 엔화 ETN","0"
"475350","KBSTAR 버크셔포트폴리오TOP10","0"
"461580","TIGER 코스닥글로벌","0"
"292050","KBSTAR KRX300","0"
"461600","SOL 미국30년국채액티브(H)","0"
"610055","메리츠 3X 레버리지 국채3년 ETN","0"
"102960","KODEX 기계장비","0"
"530092","삼성 인버스 코스피 200 선물 ETN","0"
"500036","신한 인버스 2X 미국달러 선물 ETN","0"
"449780","KOSEF 미국S&P500(H)","0"
"610057","메리츠 3X 레버리지 국채5년 ETN","0"
"500078","신한 S&P 유로 선물 ETN(H)","0"
"368680","KODEX Fn K-뉴딜디지털플러스","0"
"474920","에셋플러스 차이나일등기업포커스10액티브","0"
"45226","한화갤러리아우","500"
"310080","KBSTAR 중국MSCI China(H)","0"
"500080","신한 S&P 레버리지 유로 선물 ETN(H)","0"
"457690","KODEX 33-06 국고채액티브","0"
"449690","TIGER 한중반도체(합성)","0"
"610059","메리츠 3X 레버리지 국채10년 ETN","0"
"510033","대신 국채10년 ETN","0"
"292750","ARIRANG KRX300","0"
"292160","TIGER KRX300","0"
"500079","신한 S&P 인버스 유로 선물 ETN(H)","0"
"003075","코오롱글로벌우","5,000"
"530002","삼성 인버스 China A50 선물 ETN(H)","0"
"570057","한투 은 선물 ETN","0"
"001065","JW중외제약우","2,500"
"451670","KBSTAR 국채30년레버리지KAP(합성)","0"
"500081","신한 S&P 인버스 2X 유로 선물 ETN(H)","0"
"570071","한투 구리 선물 ETN","0"
"510035","대신 3X 레버리지 국채10년 ETN","0"
"610073","메리츠 KAP 인버스 2X 중국 위안화 ETN","0"
"453660","KODEX 미국S&P500경기소비재","0"
"510034","대신 인버스 국채10년 ETN","0"
"145850","TREX 펀더멘탈 200","0"
"466930","SOL 자동차TOP3플러스","0"
"610071","메리츠 KAP 중국 위안화 ETN","0"
"145995","삼양사우","5,000"
"570064","한투 인버스 베트남 VN30 선물 ETN(H)","0"
"476030","SOL 미국나스닥100","0"
"453630","KODEX 미국S&P500필수소비재","0"
"474390","SOL 국고채30년액티브","0"
"610072","메리츠 KAP 레버리지 중국 위안화 ETN","0"
"610051","메리츠 인버스 국채5년 ETN","0"
"580033","KB 인버스 2X 구리 선물 ETN(H)","0"
"610056","메리츠 인버스 3X 국채3년 ETN","0"
"570077","한투 블룸버그 WTI원유 선물 ETN","0"
"610058","메리츠 인버스 3X 국채5년 ETN","0"
"476310","KBSTAR 글로벌비만산업TOP2+","0"
"139240","TIGER 200 철강소재","0"
"433220","에셋플러스 글로벌대장장이액티브","0"
"475050","ACE KPOP포커스","0"
"152500","ACE 레버리지","0"
"530098","삼성 블룸버그 WTI원유 선물 ETN","0"
"610068","메리츠 KAP 일본 엔화 ETN","0"
"570085","한투 블룸버그 인도네시아 대표원자재 ETN","0"
"610048","메리츠 인버스 2X 국채3년 ETN","0"
"610015","메리츠 인버스 은 선물 ETN(H)","0"
"610014","메리츠 은 선물 ETN(H)","0"
"429010","TIGER 미국나스닥넥스트100","0"
"530089","삼성 은 선물 ETN(H)","0"
"449580","KBSTAR 미국빅데이터Top3채권혼합iSelect","0"
"510036","대신 인버스 3X 국채10년 ETN","0"
"530090","삼성 인버스 은 선물 ETN(H)","0"
"610069","메리츠 KAP 레버리지 일본 엔화 ETN","0"
"570094","한투 일본 엔선물 ETN C","0"
"441330","KOSEF 차이나A50커넥트MSCI","0"
"520062","미래에셋 인도네시아 금속&에너지 Top5 ETN","0"
"500055","신한 인버스 Russell 2000 ETN","0"
"091220","TIGER 은행","0"
"610060","메리츠 인버스 3X 국채10년 ETN","0"
"570097","한투 S&P 엔달러 선물 ETN(H)","0"
"610034","메리츠 대표 농산물 선물 ETN(H)","0"
"267490","KBSTAR 미국장기국채선물레버리지(합성 H)","0"
"610052","메리츠 인버스 2X 국채5년 ETN","0"
"417450","KBSTAR 글로벌수소경제Indxx","0"
"004985","성신양회우","5,000"
"225130","ACE 골드선물 레버리지(합성 H)","0"
"570063","한투 베트남 VN30 선물 ETN(H)","0"
"442090","에셋플러스 코리아대장장이액티브","0"
"460960","ACE 글로벌인컴TOP10 SOLACTIVE","0"
"610026","메리츠 구리 선물 ETN(H)","0"
"610019","메리츠 레버리지 국채10년 ETN","0"
"108590","TREX 200","0"
"459560","KODEX 테슬라밸류체인FactSet","0"
"530084","삼성 인버스 금 선물 ETN(H)","0"
"550080","QV US 500 ETN(H)","0"
"463640","KODEX 미국S&P500유틸리티","0"
"530095","삼성 구리 선물 ETN(H)","0"
"139660","KOSEF 미국달러선물인버스","0"
"471460","히어로즈 국고채30년액티브","0"
"520043","미래에셋 S&P 유럽탄소배출권 선물 ETN","0"
"252000","TIGER 200동일가중","0"
"399580","KBSTAR 글로벌클린에너지S&P","0"
"131890","ACE 삼성그룹동일가중","0"
"475300","SOL 반도체전공정","0"
"433980","KODEX TDF2040액티브","0"
"455660","ACE 미국하이일드액티브(H)","0"
"500007","신한 인버스 은 선물 ETN(H)","0"
"00806","대덕1우","500"
"448570","FOCUS AI코리아액티브","0"
"472720","TRUSTON 주주가치액티브","0"
"459790","히어로즈 미국성장기업30액티브","0"
"500012","신한 인버스 달러인덱스 선물 ETN(H)","0"
"530060","삼성 코스피 양매도 5% OTM ETN","0"
"229720","KODEX KTOP30","0"
"390400","KODEX 미국스마트모빌리티S&P","0"
"570095","한투 레버리지 일본 엔선물 ETN C","0"
"001515","SK증권우","500"
"446690","KODEX 아시아반도체공급망exChina액티브","0"
"464060","HANARO 글로벌반도체TOP10 SOLACTIVE","0"
"570098","한투 S&P 레버리지 엔달러 선물 ETN(H)","0"
"570052","한투 플래티넘 선물 ETN","0"
"156080","KODEX MSCI Korea","0"
"460270","히어로즈 미국달러SOFR금리액티브(합성)","0"
"253150","ARIRANG 200선물레버리지","0"
"385710","TIMEFOLIO 이노베이션액티브","0"
"610030","메리츠 S&P 유럽탄소배출권 선물 ETN(H)","0"
"319870","KBSTAR KRX300미국달러선물혼합","0"
"570074","한투 S&P 유럽탄소배출권 선물 ETN(H)","0"
"272230","ACE 스마트밸류","0"
"467540","KOSEF 코스닥글로벌","0"
"550083","QV iSelect 배터리 재활용 Top10 ETN","0"
"226980","KODEX 200 중소형","0"
"360150","KODEX 코스닥150롱코스피200숏선물","0"
"290080","KBSTAR 200고배당커버드콜ATM","0"
"253250","KOSEF 200선물레버리지","0"
"434730","HANARO 원자력iSelect","0"
"253280","KBSTAR 헬스케어","0"
"760006","키움 KPOP ETN","0"
"449680","TIGER 한중전기차(합성)","0"
"475070","KoAct 글로벌기후테크인프라액티브","0"
"570091","한투 인버스 유로스탁스50 ETN(H) C","0"
"400580","SOL 유럽탄소배출권선물S&P(H)","0"
"476260","HANARO 반도체핵심공정주도주","0"
"225060","TIGER 이머징마켓MSCI레버리지(합성 H)","0"
"275290","KODEX MSCI밸류","0"
"460660","KBSTAR 미국S&P배당킹","0"
"26490","크라운제과우","200"
"510040","대신 인버스 3X 국채30년 ETN","0"
"580053","KB 레버리지 콩 선물 ETN","0"
"322130","ACE 스마트로우볼","0"
"428560","KODEX 미국ETF산업Top10 Indxx","0"
"610007","메리츠 국채30년 ETN","0"
"457930","BNK 미래전략기술액티브","0"
"174350","TIGER 로우볼","0"
"183710","KBSTAR 주식혼합","0"
"333970","ARIRANG KS밸류가중TR","0"
"610037","메리츠 미국채30년 ETN(H)","0"
"473640","HANARO 글로벌금채굴기업","0"
"444200","SOL KEDI메가테크액티브","0"
"261060","TIGER 코스닥150IT","0"
"333950","ARIRANG KS로우사이즈가중TR","0"
"452440","VITA 밸류알파액티브","0"
"438740","마이다스 KoreaStock중소형액티브","0"
"476760","ACE 미국30년국채액티브","0"
"476750","ACE 미국30년국채엔화노출액티브(H)","0"
"500030","신한 인버스 2X 은 선물 ETN(H)","0"
"159800","마이티 코스피100","0"
"346000","HANARO KAP초장기국고채","0"
"462340","에셋플러스 글로벌다이나믹시니어액티브","0"
"333960","ARIRANG KS모멘텀가중TR","0"
"510022","대신 S&P WTI원유 선물 ETN","0"
"459370","SOL 유럽탄소배출권선물인버스ICE(H)","0"
"322120","ACE 스마트퀄리티","0"
"000325","노루홀딩스우","500"
"261110","TIGER 미국달러선물레버리지","0"
"364690","KODEX 혁신기술테마액티브","0"
"375270","KBSTAR 글로벌데이터센터리츠나스닥(합성)","0"
"433500","ACE 원자력테마딥서치","0"
"468370","KODEX iShares미국인플레이션국채액티브","0"
"192720","파워 고배당저변동성","0"
"272220","ACE 스마트모멘텀","0"
"432600","KBSTAR 국채선물3년","0"
"269370","TIGER S&P글로벌인프라(합성)","0"
"36328","티와이홀딩스우","500"
"475720","KBSTAR 200위클리커버드콜","0"
"456200","ARIRANG 미국달러SOFR금리액티브(합성)","0"
"610062","메리츠 인버스 3X 국채30년 ETN","0"
"104520","KOSEF 블루칩","0"
"304670","KODEX 미국채울트라30년선물인버스(H)","0"
"139320","TIGER 금은선물(H)","0"
"469160","ACE 일본반도체","0"
"580030","KB KOSDAQ 150 선물 ETN","0"
"530094","삼성 인버스 코스닥 150 선물 ETN","0"
"432840","HANARO 미국S&P500","0"
"275280","KODEX MSCI모멘텀","0"
"001755","한양증권우","5,000"
"228820","TIGER KTOP30","0"
"270800","KBSTAR KQ고배당","0"
"333940","ARIRANG KS로우볼가중TR","0"
"580023","KB 인버스 2X 금 선물 ETN(H)","0"
"244620","KODEX 모멘텀Plus","0"
"307510","TIGER 의료기기","0"
"510037","대신 S&P 2X 천연가스 선물 ETN B","0"
"413930","WOORI AI ESG액티브","0"
"610032","메리츠 CSI 300 ETN","0"
"580029","KB 인버스 KOSPI 200 선물 ETN","0"
"379790","KBSTAR 유로스탁스50(H)","0"
"419420","KODEX 미국클린에너지나스닥","0"
"424460","HANARO 글로벌워터MSCI(합성)","0"
"450190","KODEX 한중반도체(합성)","0"
"333980","ARIRANG KS퀄리티가중TR","0"
"448100","WOORI 200","0"
"500010","신한 인버스 다우존스지수 선물 ETN(H)","0"
"404650","SOL KRX기후변화솔루션","0"
"234310","KBSTAR V&S셀렉트밸류","0"
"227570","TIGER 우량가치","0"
"530078","삼성 인버스 나스닥 100 ETN(H)","0"
"237440","TIGER 경기방어채권혼합","0"
"500067","신한 레버리지 10년 국채선물 ETN","0"
"476000","UNICORN 포스트IPO액티브","0"
"580026","KB 레버리지 은 선물 ETN(H)","0"
"530056","삼성 인버스 2X 금 선물 ETN(H)","0"
"580027","KB 인버스 2X 은 선물 ETN(H)","0"
"461910","ARIRANG 미국테크10레버리지iSelect(합성)","0"
"153270","KOSEF 코스피100","0"
"225030","TIGER 미국S&P500선물인버스(H)","0"
"367740","HANARO Fn5G산업","0"
"205720","ACE 일본TOPIX인버스(합성 H)","0"
"500068","신한 인버스 2X 10년 국채선물 ETN","0"
"380340","ACE Fn5G플러스","0"
"147970","TIGER 모멘텀","0"
"410870","TIMEFOLIO K컬처액티브","0"
"189400","ARIRANG 글로벌MSCI(합성 H)","0"
"331910","KOSEF Fn중소형","0"
"090355","노루페인트우","500"
"227830","ARIRANG 코스피","0"
"008355","남선알미우","500"
"419650","ARIRANG 글로벌수소&차세대연료전지MV","0"
"460280","KOSEF Fn유전자혁신기술","0"
"580032","KB 레버리지 구리 선물 ETN(H)","0"
"269530","ARIRANG S&P글로벌인프라","0"
"305050","ACE 코스피","0"
"580050","KB STAR 50 ETN","0"
"570023","한투 인버스 2X S&P500 선물 ETN(H)","0"
"466810","BNK 2차전지양극재","0"
"253160","ARIRANG 200선물인버스2X","0"
"304760","HANARO KRX300","0"
"450120","KOSEF SK그룹대표주","0"
"580017","KB 인버스 2X S&P 500 선물 ETN","0"
"404470","HANARO KRX기후변화솔루션","0"
"435550","히어로즈 TDF2050액티브","0"
"403990","KBSTAR KRX기후변화솔루션","0"
"105780","KBSTAR 5대그룹주","0"
"404120","TIMEFOLIO 탄소중립액티브","0"
"322150","ACE 스마트하이베타","0"
"402520","FOCUS 혁신기업액티브","0"
"166400","TIGER 200커버드콜5%OTM","0"
"580035","KB S&P 유럽탄소배출권 선물 ETN(H)","0"
"007575","일양약품우","2,500"
"252650","KODEX 200동일가중","0"
"253230","KOSEF 200선물인버스2X","0"
"014825","동원시스템즈우","5,000"
"371130","ACE 베트남VN30선물블룸버그레버리지(H)","0"
"289250","TIGER MSCI KOREA ESG유니버설","0"
"279540","KODEX 최소변동성","0"
"469530","KBSTAR 미국달러선물인버스","0"
"337120","KODEX Fn멀티팩터","0"
"415760","SOL 차이나육성산업액티브(합성)","0"
"292770","KODEX 국채선물3년인버스","0"
"176950","KODEX 국채선물10년인버스","0"
"429740","ARIRANG K리츠Fn","0"
"580028","KB KOSPI 200 선물 ETN","0"
"473380","HANARO K-메디테크","0"
"285690","FOCUS ESG리더스","0"
"442570","KBSTAR TDF2050액티브","0"
"138920","KODEX 콩선물(H)","0"
"438210","ARIRANG 글로벌인공지능산업MV","0"
"450180","KODEX 한중전기차(합성)","0"
"451150","에셋플러스 글로벌영에이지액티브","0"
"610023","메리츠 레버리지 미국채10년 ETN(H)","0"
"474800","KOSEF 미국원유에너지기업","0"
"700025","하나 블룸버그 2X 천연가스 선물 ETN(H) B","0"
"139290","TIGER 200 경기소비재","0"
"251590","ARIRANG 고배당저변동50","0"
"006345","대원전선우","500"
"402460","HANARO Fn K-메타버스MZ","0"
"459750","KBSTAR 글로벌주식분산액티브","0"
"610067","메리츠 블룸버그 2X 천연가스선물 ETN(H) B","0"
"456100","HANARO 유로존국채25년플러스(합성 H)","0"
"440910","WOORI 미국S&P우주항공&디펜스","0"
"436180","ARIRANG K-유니콘투자기업액티브","0"
"429990","SOL 한국형글로벌플랫폼&메타버스액티브","0"
"277640","TIGER 코스피대형주","0"
"442580","ARIRANG 글로벌D램반도체iSelect","0"
"005745","크라운해태홀딩스우","500"
"580040","KB 인버스 2X KOSPI 200 선물 ETN","0"
"438900","HANARO Fn K-푸드","0"
"500057","신한 인버스 2X Russell 2000 ETN","0"
"435540","히어로즈 TDF2040액티브","0"
"307010","KBSTAR KRX300레버리지","0"
"437370","KBSTAR 글로벌농업경제MV","0"
"143460","ACE 밸류대형","0"
"289670","ARIRANG 국채선물10년","0"
"316300","ACE 싱가포르리츠","0"
"373530","ARIRANG 신흥국MSCI인버스(합성 H)","0"
"00781","코리아써키트2우B","500"
"140580","KBSTAR 우량업종대표주","0"
"004545","깨끗한나라우","1,000"
"314700","HANARO 농업융복합산업","0"
"435530","히어로즈 TDF2030액티브","0"
"277650","TIGER 코스피중형주","0"
"442560","KBSTAR TDF2040액티브","0"
"285000","KBSTAR 200IT","0"
"117690","TIGER 차이나항셍25","0"
"394340","KOSEF 글로벌디지털경제","0"
"226380","ACE Fn성장소비주도주","0"
"000145","하이트진로홀딩스우","5,000"
"700018","하나 인버스 2X 코스닥150 선물 ETN","0"
"219900","ACE 중국본토CSI300레버리지(합성)","0"
"280920","ARIRANG 주도업종","0"
"291890","KODEX MSCI EM선물(H)","0"
"442550","KBSTAR TDF2030액티브","0"
"429980","SOL 한국형글로벌전기차&2차전지액티브","0"
"298340","ARIRANG 국채선물3년","0"
"442320","KBSTAR 글로벌원자력iSelect","0"
"530073","삼성 HSCEI ETN(H)","0"
"261920","ACE 필리핀MSCI(합성)","0"
"457990","ARIRANG 태양광&ESS Fn","0"
"299070","ACE 국채선물10년인버스","0"
"275300","KODEX MSCI퀄리티","0"
"610033","메리츠 STAR 50 ETN","0"
"299080","ACE 국채선물3년인버스","0"
"610043","메리츠 천연가스 선물 ETN(H)","0"
"381570","HANARO Fn친환경에너지","0"
"570088","한투 S&P500 VIX S/T 선물 ETN(H)","0"
"437550","히어로즈 글로벌리츠이지스액티브","0"
"580031","KB 인버스 KOSDAQ150 선물 ETN","0"
"373790","KOSEF 미국방어배당성장나스닥","0"
"427110","KBSTAR Fn창업투자회사","0"
"014285","금강공업우","1,000"
"580051","KB 레버리지 밀 선물 ETN","0"
"373490","KODEX K-이노베이션액티브","0"
"334690","KBSTAR 팔라듐선물(H)","0"
"005965","동부건설우","5,000"
"105010","TIGER 라틴35","0"
"419170","HANARO 미국메타버스iSelect","0"
"291630","KOSEF 코스닥150선물레버리지","0"
"371870","ACE 차이나항셍테크","0"
"445950","KOSEF 차이나A50커넥트인버스MSCI(합성 H)","0"
"227550","TIGER 200 산업재","0"
"295820","ARIRANG 200동일가중","0"
"266390","KODEX 경기소비재","0"
"407160","MASTER 테크미디어텔레콤액티브","0"
"413220","SOL 차이나태양광CSI(합성)","0"
"530079","삼성 항셍테크 ETN(H)","0"
"280940","KODEX 골드선물인버스(H)","0"
"461900","ARIRANG 미국테크10iSelect","0"
"287310","KBSTAR 200경기소비재","0"
"429870","히어로즈 리츠이지스액티브","0"
"321410","KODEX 멀티에셋하이인컴(H)","0"
"465620","ACE 미국빅테크TOP7 Plus인버스(합성)","0"
"416090","ACE 중국과창판STAR50","0"
"428510","KODEX 차이나메타버스액티브","0"
"157500","TIGER 증권","0"
"315270","TIGER 200커뮤니케이션서비스","0"
"473500","KOSEF 글로벌전력반도체","0"
